"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","player"
"2383","Klay Thompson","Golden State Warriors","11/4/16",2016,2,9,8,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-162,197,15,"curry"
"2384","Klay Thompson","Golden State Warriors","11/4/16",2016,3,7,41,"shot_yes","Jump Shot","3PT Field Goal",22,"Los Angeles Lakers",228,26,29,"curry"
"2385","Klay Thompson","Golden State Warriors","11/4/16",2016,2,3,28,"shot_yes","Jump Shot","2PT Field Goal",12,"Los Angeles Lakers",-126,21,21,"curry"
"2386","Klay Thompson","Golden State Warriors","11/4/16",2016,1,10,2,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-122,223,2,"curry"
"2387","Klay Thompson","Golden State Warriors","11/4/16",2016,3,4,7,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",218,104,32,"curry"
"2388","Klay Thompson","Golden State Warriors","11/4/16",2016,2,6,46,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",78,233,18,"curry"
"2389","Klay Thompson","Golden State Warriors","1/22/17",2016,1,8,38,"shot_yes","Jump Shot","3PT Field Goal",24,"Orlando Magic",243,7,4,"curry"
"2390","Klay Thompson","Golden State Warriors","3/2/17",2016,1,5,14,"shot_no","Jump Shot","3PT Field Goal",24,"Chicago Bulls",128,213,7,"curry"
"2391","Klay Thompson","Golden State Warriors","3/2/17",2016,1,5,11,"shot_no","Jump Shot","2PT Field Goal",21,"Chicago Bulls",-155,144,7,"curry"
"2392","Klay Thompson","Golden State Warriors","3/2/17",2016,3,6,32,"shot_no","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-237,-10,30,"curry"
"2393","Klay Thompson","Golden State Warriors","3/2/17",2016,4,11,31,"shot_yes","Jump Shot","2PT Field Goal",21,"Chicago Bulls",150,151,37,"curry"
"2394","Klay Thompson","Golden State Warriors","3/2/17",2016,4,10,13,"shot_no","Jump Shot","3PT Field Goal",24,"Chicago Bulls",159,188,38,"curry"
"2395","Klay Thompson","Golden State Warriors","3/2/17",2016,4,8,45,"shot_no","Jump Shot","3PT Field Goal",25,"Chicago Bulls",122,228,40,"curry"
"2396","Klay Thompson","Golden State Warriors","3/2/17",2016,4,3,7,"shot_no","Jump Shot","3PT Field Goal",23,"Chicago Bulls",230,-1,45,"curry"
"2397","Klay Thompson","Golden State Warriors","3/2/17",2016,2,9,47,"shot_no","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-165,198,15,"curry"
"2398","Klay Thompson","Golden State Warriors","3/2/17",2016,2,6,21,"shot_no","Jump Shot","3PT Field Goal",24,"Chicago Bulls",122,214,18,"curry"
"2399","Klay Thompson","Golden State Warriors","3/2/17",2016,2,5,8,"shot_yes","Jump Shot","3PT Field Goal",25,"Chicago Bulls",96,232,19,"curry"
"2400","Klay Thompson","Golden State Warriors","3/2/17",2016,3,10,57,"shot_no","Jump Shot","3PT Field Goal",24,"Chicago Bulls",-196,154,26,"curry"
"2401","Klay Thompson","Golden State Warriors","1/22/17",2016,3,6,24,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",212,154,30,"curry"
"2402","Klay Thompson","Golden State Warriors","11/10/16",2016,3,6,2,"shot_yes","Jump Shot","3PT Field Goal",25,"Denver Nuggets",156,203,30,"curry"
"2403","Klay Thompson","Golden State Warriors","12/15/16",2016,1,10,57,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-232,-5,2,"curry"
"2404","Klay Thompson","Golden State Warriors","11/10/16",2016,1,10,22,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",-160,116,2,"curry"
"2405","Klay Thompson","Golden State Warriors","11/10/16",2016,3,9,10,"shot_no","Jump Shot","2PT Field Goal",16,"Denver Nuggets",-165,2,27,"curry"
"2406","Klay Thompson","Golden State Warriors","11/10/16",2016,3,8,17,"shot_yes","Jump Shot","2PT Field Goal",18,"Denver Nuggets",-138,121,28,"curry"
"2407","Klay Thompson","Golden State Warriors","11/10/16",2016,2,7,1,"shot_no","Jump Shot","3PT Field Goal",26,"Denver Nuggets",184,190,17,"curry"
"2408","Klay Thompson","Golden State Warriors","11/10/16",2016,1,8,58,"shot_yes","Jump Shot","2PT Field Goal",18,"Denver Nuggets",64,174,4,"curry"
"2409","Klay Thompson","Golden State Warriors","11/10/16",2016,2,0,32,"shot_yes","Jump Shot","2PT Field Goal",3,"Denver Nuggets",-29,11,24,"curry"
"2410","Klay Thompson","Golden State Warriors","11/10/16",2016,4,7,23,"shot_yes","Jump Shot","3PT Field Goal",26,"Denver Nuggets",200,174,41,"curry"
"2411","Klay Thompson","Golden State Warriors","11/10/16",2016,1,11,1,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",120,159,1,"curry"
"2412","Klay Thompson","Golden State Warriors","11/10/16",2016,4,10,54,"shot_no","Jump Shot","2PT Field Goal",15,"Denver Nuggets",0,159,38,"curry"
"2413","Klay Thompson","Golden State Warriors","11/10/16",2016,3,8,53,"shot_yes","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-171,198,28,"curry"
"2414","Klay Thompson","Golden State Warriors","11/10/16",2016,3,4,30,"shot_no","Jump Shot","2PT Field Goal",18,"Denver Nuggets",168,72,32,"curry"
"2415","Klay Thompson","Golden State Warriors","11/26/16",2016,3,5,35,"shot_no","Jump Shot","2PT Field Goal",20,"Minnesota Timberwolves",0,203,31,"curry"
"2416","Klay Thompson","Golden State Warriors","11/18/16",2016,3,5,2,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",-235,105,31,"curry"
"2417","Klay Thompson","Golden State Warriors","1/22/17",2016,4,4,29,"shot_yes","Jump Shot","3PT Field Goal",23,"Orlando Magic",-230,-11,44,"curry"
"2418","Klay Thompson","Golden State Warriors","1/22/17",2016,1,11,38,"shot_yes","Jump Shot","3PT Field Goal",25,"Orlando Magic",140,218,1,"curry"
"2419","Klay Thompson","Golden State Warriors","1/22/17",2016,4,9,58,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-230,-10,39,"curry"
"2420","Klay Thompson","Golden State Warriors","1/22/17",2016,3,4,50,"shot_yes","Jump Shot","3PT Field Goal",25,"Orlando Magic",161,203,32,"curry"
"2421","Klay Thompson","Golden State Warriors","12/15/16",2016,4,7,29,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-230,8,41,"curry"
"2422","Klay Thompson","Golden State Warriors","12/15/16",2016,3,6,6,"shot_yes","Jump Shot","3PT Field Goal",26,"New York Knicks",163,208,30,"curry"
"2423","Klay Thompson","Golden State Warriors","12/15/16",2016,3,5,41,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",-237,62,31,"curry"
"2424","Klay Thompson","Golden State Warriors","12/15/16",2016,1,7,43,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",179,178,5,"curry"
"2425","Klay Thompson","Golden State Warriors","12/15/16",2016,2,4,11,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",184,183,20,"curry"
"2426","Klay Thompson","Golden State Warriors","11/26/16",2016,1,10,8,"shot_yes","Jump Shot","2PT Field Goal",12,"Minnesota Timberwolves",9,129,2,"curry"
"2427","Klay Thompson","Golden State Warriors","11/26/16",2016,4,11,9,"shot_no","Jump Shot","2PT Field Goal",22,"Minnesota Timberwolves",182,139,37,"curry"
"2428","Klay Thompson","Golden State Warriors","11/26/16",2016,4,7,47,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",238,13,41,"curry"
"2429","Klay Thompson","Golden State Warriors","11/26/16",2016,3,11,19,"shot_no","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",94,169,25,"curry"
"2430","Klay Thompson","Golden State Warriors","11/26/16",2016,3,9,5,"shot_no","Jump Shot","3PT Field Goal",28,"Minnesota Timberwolves",128,257,27,"curry"
"2431","Klay Thompson","Golden State Warriors","11/26/16",2016,1,7,28,"shot_yes","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,16,5,"curry"
"2432","Klay Thompson","Golden State Warriors","11/26/16",2016,2,0,38,"shot_no","Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",174,203,24,"curry"
"2433","Klay Thompson","Golden State Warriors","11/26/16",2016,2,5,19,"shot_yes","Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",10,65,19,"curry"
"2434","Klay Thompson","Golden State Warriors","12/15/16",2016,3,4,41,"shot_no","Jump Shot","2PT Field Goal",4,"New York Knicks",20,41,32,"curry"
"2435","Klay Thompson","Golden State Warriors","12/15/16",2016,1,3,28,"shot_no","Jump Shot","3PT Field Goal",26,"New York Knicks",135,223,9,"curry"
"2436","Klay Thompson","Golden State Warriors","2/23/17",2016,1,8,26,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-209,141,4,"curry"
"2437","Klay Thompson","Golden State Warriors","2/23/17",2016,1,8,50,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",91,237,4,"curry"
"2438","Klay Thompson","Golden State Warriors","2/23/17",2016,2,10,39,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-9,252,14,"curry"
"2439","Klay Thompson","Golden State Warriors","10/28/16",2016,3,9,37,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-237,75,27,"curry"
"2440","Klay Thompson","Golden State Warriors","10/28/16",2016,1,7,29,"shot_no","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",138,41,5,"curry"
"2441","Klay Thompson","Golden State Warriors","10/28/16",2016,4,4,6,"shot_yes","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",120,218,44,"curry"
"2442","Klay Thompson","Golden State Warriors","10/28/16",2016,2,2,29,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-237,43,22,"curry"
"2443","Klay Thompson","Golden State Warriors","10/28/16",2016,4,11,43,"shot_no","Jump Shot","2PT Field Goal",17,"New Orleans Pelicans",-161,67,37,"curry"
"2444","Klay Thompson","Golden State Warriors","10/28/16",2016,1,11,43,"shot_no","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",112,85,1,"curry"
"2445","Klay Thompson","Golden State Warriors","10/28/16",2016,1,5,0,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",207,146,7,"curry"
"2446","Klay Thompson","Golden State Warriors","10/28/16",2016,4,10,35,"shot_yes","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",125,239,38,"curry"
"2447","Klay Thompson","Golden State Warriors","10/28/16",2016,1,11,18,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",133,124,1,"curry"
"2448","Klay Thompson","Golden State Warriors","10/28/16",2016,3,4,9,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",233,16,32,"curry"
"2449","Klay Thompson","Golden State Warriors","10/28/16",2016,1,5,24,"shot_yes","Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",-137,87,7,"curry"
"2450","Klay Thompson","Golden State Warriors","10/28/16",2016,3,4,4,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",171,183,32,"curry"
"2451","Klay Thompson","Golden State Warriors","10/28/16",2016,3,8,50,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",241,31,28,"curry"
"2452","Klay Thompson","Golden State Warriors","10/28/16",2016,1,1,0,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",69,175,11,"curry"
"2453","Klay Thompson","Golden State Warriors","10/28/16",2016,2,3,40,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",153,95,21,"curry"
"2454","Klay Thompson","Golden State Warriors","10/28/16",2016,2,11,19,"shot_no","Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",-142,237,13,"curry"
"2455","Klay Thompson","Golden State Warriors","2/23/17",2016,4,8,56,"shot_yes","Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",-201,82,40,"curry"
"2456","Klay Thompson","Golden State Warriors","2/23/17",2016,4,6,15,"shot_no","Jump Shot","3PT Field Goal",28,"Los Angeles Clippers",217,188,42,"curry"
"2457","Klay Thompson","Golden State Warriors","2/23/17",2016,1,4,39,"shot_no","Jump Shot","2PT Field Goal",18,"Los Angeles Clippers",146,120,8,"curry"
"2458","Klay Thompson","Golden State Warriors","1/4/17",2016,4,8,45,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",92,242,40,"curry"
"2459","Klay Thompson","Golden State Warriors","1/4/17",2016,1,10,24,"shot_no","Jump Shot","2PT Field Goal",12,"Portland Trail Blazers",-4,120,2,"curry"
"2460","Klay Thompson","Golden State Warriors","11/18/16",2016,4,9,24,"shot_no","Jump Shot","2PT Field Goal",20,"Boston Celtics",-110,170,39,"curry"
"2461","Klay Thompson","Golden State Warriors","11/18/16",2016,4,10,9,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",32,165,38,"curry"
"2462","Klay Thompson","Golden State Warriors","11/18/16",2016,3,8,25,"shot_yes","Jump Shot","2PT Field Goal",13,"Boston Celtics",-42,129,28,"curry"
"2463","Klay Thompson","Golden State Warriors","2/11/17",2016,1,8,32,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-205,159,4,"curry"
"2464","Klay Thompson","Golden State Warriors","2/11/17",2016,4,9,11,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-163,183,39,"curry"
"2465","Klay Thompson","Golden State Warriors","2/11/17",2016,2,2,2,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-197,144,22,"curry"
"2466","Klay Thompson","Golden State Warriors","2/11/17",2016,2,5,36,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",151,193,19,"curry"
"2467","Klay Thompson","Golden State Warriors","2/11/17",2016,3,11,43,"shot_yes","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",213,178,25,"curry"
"2468","Klay Thompson","Golden State Warriors","2/11/17",2016,4,6,36,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-145,203,42,"curry"
"2469","Klay Thompson","Golden State Warriors","2/11/17",2016,3,9,28,"shot_yes","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-109,213,27,"curry"
"2470","Klay Thompson","Golden State Warriors","2/11/17",2016,2,9,34,"shot_yes","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",230,8,15,"curry"
"2471","Klay Thompson","Golden State Warriors","12/3/16",2016,1,7,19,"shot_yes","Jump Shot","3PT Field Goal",26,"Phoenix Suns",132,224,5,"curry"
"2472","Klay Thompson","Golden State Warriors","12/3/16",2016,4,7,35,"shot_no","Jump Shot","2PT Field Goal",11,"Phoenix Suns",-62,100,41,"curry"
"2473","Klay Thompson","Golden State Warriors","12/3/16",2016,2,8,18,"shot_yes","Jump Shot","2PT Field Goal",16,"Phoenix Suns",-89,134,16,"curry"
"2474","Klay Thompson","Golden State Warriors","12/3/16",2016,2,2,3,"shot_no","Jump Shot","2PT Field Goal",19,"Phoenix Suns",114,154,22,"curry"
"2475","Klay Thompson","Golden State Warriors","12/3/16",2016,2,10,34,"shot_yes","Jump Shot","3PT Field Goal",25,"Phoenix Suns",37,257,14,"curry"
"2476","Klay Thompson","Golden State Warriors","12/3/16",2016,2,8,50,"shot_no","Jump Shot","2PT Field Goal",20,"Phoenix Suns",200,11,16,"curry"
"2477","Klay Thompson","Golden State Warriors","12/3/16",2016,2,1,45,"shot_yes","Jump Shot","3PT Field Goal",24,"Phoenix Suns",-240,3,23,"curry"
"2478","Klay Thompson","Golden State Warriors","12/3/16",2016,3,8,41,"shot_yes","Jump Shot","3PT Field Goal",22,"Phoenix Suns",225,11,28,"curry"
"2479","Klay Thompson","Golden State Warriors","12/3/16",2016,1,5,46,"shot_no","Jump Shot","2PT Field Goal",16,"Phoenix Suns",-16,164,7,"curry"
"2480","Klay Thompson","Golden State Warriors","12/22/16",2016,3,7,30,"shot_yes","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",137,208,29,"curry"
"2481","Klay Thompson","Golden State Warriors","12/22/16",2016,3,5,17,"shot_yes","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",-11,262,31,"curry"
"2482","Klay Thompson","Golden State Warriors","12/22/16",2016,3,4,33,"shot_yes","Jump Shot","2PT Field Goal",16,"Brooklyn Nets",-163,33,32,"curry"
"2483","Klay Thompson","Golden State Warriors","12/22/16",2016,1,8,50,"shot_no","Jump Shot","2PT Field Goal",14,"Brooklyn Nets",-20,141,4,"curry"
"2484","Klay Thompson","Golden State Warriors","12/22/16",2016,1,7,25,"shot_no","Jump Shot","3PT Field Goal",27,"Brooklyn Nets",46,273,5,"curry"
"2485","Klay Thompson","Golden State Warriors","12/22/16",2016,1,11,44,"shot_yes","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",120,219,1,"curry"
"2486","Klay Thompson","Golden State Warriors","12/22/16",2016,1,11,10,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",22,188,1,"curry"
"2487","Klay Thompson","Golden State Warriors","12/22/16",2016,1,10,40,"shot_no","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",225,116,2,"curry"
"2488","Klay Thompson","Golden State Warriors","12/22/16",2016,2,5,55,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-86,149,19,"curry"
"2489","Klay Thompson","Golden State Warriors","12/22/16",2016,2,5,43,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-106,223,19,"curry"
"2490","Klay Thompson","Golden State Warriors","12/22/16",2016,1,3,18,"shot_yes","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",-222,2,9,"curry"
"2491","Klay Thompson","Golden State Warriors","12/22/16",2016,2,0,57,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",12,188,24,"curry"
"2492","Klay Thompson","Golden State Warriors","12/22/16",2016,3,2,56,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-1,175,34,"curry"
"2493","Klay Thompson","Golden State Warriors","12/22/16",2016,3,2,8,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-229,29,34,"curry"
"2494","Klay Thompson","Golden State Warriors","12/22/16",2016,4,9,58,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",241,-19,39,"curry"
"2495","Klay Thompson","Golden State Warriors","12/22/16",2016,4,4,44,"shot_yes","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-168,43,44,"curry"
"2496","Klay Thompson","Golden State Warriors","12/28/16",2016,2,6,44,"shot_no","Jump Shot","2PT Field Goal",15,"Toronto Raptors",156,-1,18,"curry"
"2497","Klay Thompson","Golden State Warriors","11/23/16",2016,3,10,8,"shot_yes","Jump Shot","2PT Field Goal",16,"Los Angeles Lakers",-96,139,26,"curry"
"2498","Klay Thompson","Golden State Warriors","11/18/16",2016,1,9,52,"shot_yes","Jump Shot","3PT Field Goal",25,"Boston Celtics",-160,203,3,"curry"
"2499","Klay Thompson","Golden State Warriors","11/18/16",2016,3,11,11,"shot_yes","Jump Shot","3PT Field Goal",24,"Boston Celtics",-68,239,25,"curry"
"2500","Klay Thompson","Golden State Warriors","11/18/16",2016,4,10,38,"shot_no","Jump Shot","2PT Field Goal",19,"Boston Celtics",192,26,38,"curry"
"2501","Klay Thompson","Golden State Warriors","11/18/16",2016,1,9,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Boston Celtics",-176,180,3,"curry"
"2502","Klay Thompson","Golden State Warriors","11/18/16",2016,3,6,16,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",82,139,30,"curry"
"2503","Klay Thompson","Golden State Warriors","11/18/16",2016,3,11,21,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",-209,149,25,"curry"
"2504","Klay Thompson","Golden State Warriors","11/18/16",2016,2,8,49,"shot_yes","Jump Shot","2PT Field Goal",17,"Boston Celtics",-60,169,16,"curry"
"2505","Klay Thompson","Golden State Warriors","11/18/16",2016,2,0,45,"shot_no","Jump Shot","3PT Field Goal",28,"Boston Celtics",207,198,24,"curry"
"2506","Klay Thompson","Golden State Warriors","1/4/17",2016,1,7,35,"shot_yes","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",-151,80,5,"curry"
"2507","Klay Thompson","Golden State Warriors","1/4/17",2016,4,10,21,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",158,218,38,"curry"
"2508","Klay Thompson","Golden State Warriors","1/4/17",2016,4,10,17,"shot_no","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",89,228,38,"curry"
"2509","Klay Thompson","Golden State Warriors","1/4/17",2016,1,10,49,"shot_yes","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-238,26,2,"curry"
"2510","Klay Thompson","Golden State Warriors","1/4/17",2016,4,2,25,"shot_yes","Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",146,85,46,"curry"
"2511","Klay Thompson","Golden State Warriors","1/4/17",2016,2,5,40,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-233,36,19,"curry"
"2512","Klay Thompson","Golden State Warriors","1/4/17",2016,2,4,50,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-161,195,20,"curry"
"2513","Klay Thompson","Golden State Warriors","1/4/17",2016,3,9,2,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",230,-1,27,"curry"
"2514","Klay Thompson","Golden State Warriors","1/4/17",2016,3,6,0,"shot_no","Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",-156,46,30,"curry"
"2515","Klay Thompson","Golden State Warriors","11/28/16",2016,4,5,39,"shot_no","Jump Shot","3PT Field Goal",26,"Atlanta Hawks",-11,267,43,"curry"
"2516","Klay Thompson","Golden State Warriors","12/10/16",2016,2,5,41,"shot_no","Jump Shot","2PT Field Goal",11,"Memphis Grizzlies",86,70,19,"curry"
"2517","Klay Thompson","Golden State Warriors","12/28/16",2016,1,4,22,"shot_no","Jump Shot","3PT Field Goal",27,"Toronto Raptors",-173,218,8,"curry"
"2518","Klay Thompson","Golden State Warriors","12/10/16",2016,3,7,3,"shot_yes","Jump Shot","2PT Field Goal",21,"Memphis Grizzlies",-214,8,29,"curry"
"2519","Klay Thompson","Golden State Warriors","12/28/16",2016,4,3,6,"shot_no","Jump Shot","3PT Field Goal",24,"Toronto Raptors",207,131,45,"curry"
"2520","Klay Thompson","Golden State Warriors","12/28/16",2016,4,8,37,"shot_no","Jump Shot","2PT Field Goal",8,"Toronto Raptors",86,26,40,"curry"
"2521","Klay Thompson","Golden State Warriors","12/28/16",2016,3,8,27,"shot_no","Jump Shot","2PT Field Goal",4,"Toronto Raptors",32,31,28,"curry"
"2522","Klay Thompson","Golden State Warriors","12/28/16",2016,3,6,23,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",199,159,30,"curry"
"2523","Klay Thompson","Golden State Warriors","12/28/16",2016,3,4,19,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",-196,165,32,"curry"
"2524","Klay Thompson","Golden State Warriors","12/28/16",2016,4,10,41,"shot_no","Jump Shot","2PT Field Goal",18,"Toronto Raptors",102,154,38,"curry"
"2525","Klay Thompson","Golden State Warriors","1/25/17",2016,4,7,34,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",-205,134,41,"curry"
"2526","Klay Thompson","Golden State Warriors","11/28/16",2016,1,11,46,"shot_no","Jump Shot","2PT Field Goal",17,"Atlanta Hawks",112,139,1,"curry"
"2527","Klay Thompson","Golden State Warriors","11/28/16",2016,3,7,37,"shot_no","Jump Shot","2PT Field Goal",11,"Atlanta Hawks",-63,95,29,"curry"
"2528","Klay Thompson","Golden State Warriors","11/28/16",2016,1,8,1,"shot_no","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-119,218,4,"curry"
"2529","Klay Thompson","Golden State Warriors","11/28/16",2016,4,1,44,"shot_no","Jump Shot","2PT Field Goal",14,"Atlanta Hawks",-70,124,47,"curry"
"2530","Klay Thompson","Golden State Warriors","11/28/16",2016,1,9,15,"shot_yes","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",195,170,3,"curry"
"2531","Klay Thompson","Golden State Warriors","11/28/16",2016,2,1,48,"shot_no","Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-17,46,23,"curry"
"2532","Klay Thompson","Golden State Warriors","11/28/16",2016,3,10,46,"shot_no","Jump Shot","2PT Field Goal",18,"Atlanta Hawks",153,101,26,"curry"
"2533","Klay Thompson","Golden State Warriors","3/20/17",2016,1,9,33,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-225,111,3,"curry"
"2534","Klay Thompson","Golden State Warriors","3/26/17",2016,1,8,43,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-210,149,4,"curry"
"2535","Klay Thompson","Golden State Warriors","3/26/17",2016,1,11,29,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-84,244,1,"curry"
"2536","Klay Thompson","Golden State Warriors","3/26/17",2016,1,3,40,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",156,203,9,"curry"
"2537","Klay Thompson","Golden State Warriors","3/26/17",2016,4,7,29,"shot_no","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",230,13,41,"curry"
"2538","Klay Thompson","Golden State Warriors","3/26/17",2016,1,6,15,"shot_no","Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",-148,16,6,"curry"
"2539","Klay Thompson","Golden State Warriors","11/23/16",2016,2,10,33,"shot_yes","Jump Shot","3PT Field Goal",28,"Los Angeles Lakers",-212,183,14,"curry"
"2540","Klay Thompson","Golden State Warriors","11/23/16",2016,3,2,27,"shot_no","Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",128,151,34,"curry"
"2541","Klay Thompson","Golden State Warriors","11/23/16",2016,3,4,53,"shot_no","Jump Shot","3PT Field Goal",30,"Los Angeles Lakers",166,252,32,"curry"
"2542","Klay Thompson","Golden State Warriors","11/23/16",2016,3,9,9,"shot_no","Jump Shot","3PT Field Goal",22,"Los Angeles Lakers",227,11,27,"curry"
"2543","Klay Thompson","Golden State Warriors","2/25/17",2016,4,8,58,"shot_no","Jump Shot","3PT Field Goal",27,"Brooklyn Nets",-145,228,40,"curry"
"2544","Klay Thompson","Golden State Warriors","2/25/17",2016,4,11,31,"shot_no","Jump Shot","2PT Field Goal",21,"Brooklyn Nets",207,51,37,"curry"
"2545","Klay Thompson","Golden State Warriors","2/25/17",2016,4,10,44,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",119,131,38,"curry"
"2546","Klay Thompson","Golden State Warriors","2/25/17",2016,2,10,27,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",225,57,14,"curry"
"2547","Klay Thompson","Golden State Warriors","2/25/17",2016,2,7,39,"shot_no","Jump Shot","2PT Field Goal",12,"Brooklyn Nets",-11,126,17,"curry"
"2548","Klay Thompson","Golden State Warriors","11/21/16",2016,1,10,49,"shot_no","Jump Shot","3PT Field Goal",26,"Indiana Pacers",148,218,2,"curry"
"2549","Klay Thompson","Golden State Warriors","11/21/16",2016,1,10,22,"shot_yes","Jump Shot","3PT Field Goal",26,"Indiana Pacers",202,165,2,"curry"
"2550","Klay Thompson","Golden State Warriors","12/30/16",2016,1,4,28,"shot_yes","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",96,242,8,"curry"
